IDENTIFIER	log2FoldChange	baseMean	lfcSE	stat	pvalue	padj	GO	arabidopsis	rice
bradi4g30950.1|pacid:21813788	-1.074518703	30.9466895	0.30408856	-3.533571616	0.000409985	0.001738314	"GO:0008378,GO:0006486,GO:0016020"	Galactosyltransferase family protein	"hypro1, putative, expressed"
bradi4g30990.1|pacid:21811861	2.217304557	9.596949153	0.442294517	5.013185721	5.35E-07	4.04E-06		Protein of unknown function (DUF581)	"DUF581 domain containing protein, expressed"
bradi4g31040.1|pacid:21813832	-1.949804049	461.3764461	0.160117109	-12.17736228	4.10E-34	2.36E-32	"GO:0003700,GO:0006355"	related to AP2 2	"AP2 domain containing protein, expressed"
bradi4g31060.1|pacid:21812232	-2.513434143	60.255033	0.224137232	-11.21381806	3.49E-29	1.60E-27	GO:0016020	alpha/beta-Hydrolases superfamily protein	"CAAX amino terminal protease family protein, putative, expressed"
bradi4g31110.1|pacid:21809821	1.781260284	303.4194991	0.100418784	17.73831759	2.12E-70	3.53E-68		Dormancy/auxin associated family protein	"auxin-repressed protein, putative, expressed"
bradi4g31120.1|pacid:21813430	-1.22340328	10.554445	0.358588824	-3.411716146	0.000645553	0.002598371	"GO:0009055,GO:0051536"	MITOCHONDRIAL  FERREDOXIN 2	"2Fe-2S iron-sulfur cluster binding domain containing protein, expressed"
bradi4g31130.1|pacid:21809859	-3.4755873	430.3874972	0.114742847	-30.29023063	1.54E-201	1.61E-198	"GO:0005506,GO:0009055,GO:0016491,GO:0050660,GO:0016021,GO:0055114,GO:0004601,GO:0050664"	Riboflavin synthase-like superfamily protein	"ferric reductase, putative, expressed"
bradi4g31140.1|pacid:21813922	2.306244238	13.31389057	0.400423016	5.759519673	8.44E-09	8.36E-08			expressed protein
bradi4g31160.3|pacid:21813445	-1.348047873	2058.308908	0.093630335	-14.39755472	5.36E-47	4.79E-45	GO:0016773	Protein kinase superfamily protein	"choline/ethanolamine kinase, putative, expressed"
bradi4g31290.2|pacid:21811605	-3.461590418	27.47853279	0.355841608	-9.72789675	2.29E-22	7.41E-21			expressed protein
bradi4g31310.1|pacid:21810494	-1.043312126	507.9011764	0.234566425	-4.447832324	8.67E-06	5.31E-05	"GO:0016491,GO:0008152,GO:0055114"	aldehyde dehydrogenase 7B4	"aldehyde dehydrogenase, putative, expressed"
bradi4g31360.1|pacid:21812799	-1.183393555	41.3832089	0.207909544	-5.691867391	1.26E-08	1.22E-07	"GO:0004252,GO:0006508,GO:0042802,GO:0043086"	Subtilase family protein	"OsSub57 - Putative Subtilisin homologue, expressed"
bradi4g31430.1|pacid:21813342	1.128444149	31.78157353	0.29785942	3.788512547	0.000151552	0.000711827	"GO:0004672,GO:0005524,GO:0006468"	Protein kinase superfamily protein	"tyrosine protein kinase domain containing protein, putative, expressed"
bradi4g31560.1|pacid:21810822	-1.03428517	26.42387237	0.380815667	-2.715973264	0.006608125	0.019755604		Mitochondrial substrate carrier family protein	"mitochondrial carrier protein, putative, expressed"
bradi4g31690.1|pacid:21809989	1.016002498	8.428224782	0.372788297	2.725414147	0.006422088	0.019277934	"GO:0003700,GO:0043565,GO:0006355,GO:0003677,GO:0005634"	homeobox from Arabidopsis thaliana	"homeobox associated leucine zipper, putative, expressed"
bradi4g31770.1|pacid:21814446	1.284018195	0.744370184	0.507597927	2.529597005	0.01141936	0.031629841		C2H2-like zinc finger protein	"ZOS9-14 - C2H2 zinc finger protein, expressed"
bradi4g31890.1|pacid:21813473	-2.391614159	43.17382544	0.323982474	-7.381924482	1.56E-13	2.63E-12	"GO:0008378,GO:0006486,GO:0016020"	Galactosyltransferase family protein	"galactosyltransferase, putative, expressed"
bradi4g31970.1|pacid:21810859	-1.388402805	112.8496168	0.14147627	-9.813679716	9.83E-23	3.23E-21		Histone H3 K4-specific methyltransferase SET7/9 family protein	"MORN repeat domain containing protein, expressed"
bradi4g32195.1|pacid:21809965	1.742894654	50.09366179	0.275463633	6.327131592	2.50E-10	3.04E-09			"EF hand family protein, putative, expressed"
bradi4g32510.1|pacid:21811277	-1.182703512	9.914746985	0.399657452	-2.959293031	0.003083457	0.010210025		dicarboxylate carrier 2	"mitochondrial carrier protein, putative, expressed"
bradi4g32610.1|pacid:21814212	-1.192698572	5.079066479	0.475452059	-2.508556959	0.012122542	0.03324307	GO:0005515	glutathione S-transferase tau 7	"glutathione S-transferase, putative, expressed"
bradi4g32707.2|pacid:21814395	-1.120888172	702.5615714	0.119748182	-9.360377361	7.95E-21	2.35E-19	"GO:0003824,GO:0043169,GO:0005975,GO:0004553"	isoamylase 3	"glycogen operon protein glgX, putative, expressed"
bradi4g32737.1|pacid:21814553	2.473093513	44.30197141	0.225131644	10.98509951	4.51E-28	1.95E-26	"GO:0003700,GO:0043565,GO:0006355,GO:0003677,GO:0005634"	homeobox protein 16	"homeobox associated leucine zipper, putative, expressed"
bradi4g32750.1|pacid:21814268	1.095398612	10.19054926	0.381041064	2.874752138	0.004043448	0.012934987			
bradi4g32760.1|pacid:21812876	1.553407175	37.49617089	0.308458185	5.036038117	4.75E-07	3.62E-06		ARM repeat superfamily protein	"armadillo/beta-catenin repeat family protein, putative, expressed"
bradi4g32790.1|pacid:21809886	1.668037812	145.3948524	0.229858928	7.256789317	3.96E-13	6.41E-12		Protein of unknown function (DUF3550/UPF0682)	"AGAP005770-PA, putative, expressed"
bradi4g32920.1|pacid:21810307	-1.328777062	3.775272662	0.468254245	-2.837725609	0.004543622	0.014313277	"GO:0003700,GO:0043565,GO:0046983,GO:0006355"	basic leucine-zipper 42	"bZIP transcription factor domain containing protein, expressed"
bradi4g32934.1|pacid:21810941	1.398568487	9.01443506	0.459233189	3.045442971	0.002323378	0.007989535	"GO:0030528,GO:0006355"	basic helix-loop-helix (bHLH) DNA-binding superfamily protein	"helix-loop-helix DNA-binding domain containing protein, expressed"
bradi4g32980.2|pacid:21811971	-2.360212373	102.5107764	0.25937689	-9.099547651	9.07E-20	2.50E-18		O-fucosyltransferase family protein	"auxin-independent growth promoter protein, putative, expressed"
bradi4g33000.1|pacid:21810845	-3.037356022	20.40339812	0.386847481	-7.851559527	4.11E-15	8.02E-14	"GO:0003677,GO:0008270,GO:0006355"	DOF zinc finger protein 1	"dof zinc finger domain containing protein, putative, expressed"
bradi4g33010.2|pacid:21809891	-2.575142162	16.11073048	0.35576005	-7.238424227	4.54E-13	7.31E-12		movement protein binding protein 2C	"TMV-MP30 binding protein 2C, putative, expressed"
bradi4g33270.1|pacid:21810899	1.279106025	2.78535633	0.50688175	2.52348013	0.011619963	0.032091303		Tetratricopeptide repeat (TPR)-like superfamily protein	"pentatricopeptide, putative, expressed"
bradi4g33400.1|pacid:21812554	-1.244142309	5.564998958	0.420385622	-2.959526311	0.003081124	0.010204003		"Late embryogenesis abundant protein, group 6"	expressed protein
bradi4g33410.1|pacid:21811549	-1.773066985	5.346528919	0.479433988	-3.698250498	0.000217091	0.000982858	"GO:0004190,GO:0006508"	Eukaryotic aspartyl protease family protein	"aspartic proteinase nepenthesin-2 precursor, putative, expressed"
bradi4g33467.1|pacid:21810804	1.087891185	21.75288522	0.23365304	4.656011265	3.22E-06	2.14E-05	"GO:0043531,GO:0006915,GO:0005524"	Disease resistance protein (CC-NBS-LRR class) family	"NBS-LRR disease resistance protein, putative, expressed"
bradi4g33540.1|pacid:21809822	1.865905397	18.40428256	0.395388349	4.719171421	2.37E-06	1.60E-05		RmlC-like cupins superfamily protein	"pirin, putative, expressed"
bradi4g33550.1|pacid:21813525	-1.4121887	67.51196084	0.23577017	-5.989683517	2.10E-09	2.28E-08	"GO:0005215,GO:0006814,GO:0055085,GO:0016020"	tonoplast dicarboxylate transporter	"citrate transporter, putative, expressed"
bradi4g33557.1|pacid:21814325	-1.412247516	6.070778614	0.434738657	-3.248497672	0.001160162	0.004342062		C2H2-type zinc finger family protein	"ZOS9-16 - C2H2 zinc finger protein, expressed"
bradi4g33640.2|pacid:21814539	-1.002629175	80.30830152	0.196425533	-5.104372937	3.32E-07	2.60E-06		nucleolar protein gar2-related	expressed protein
bradi4g33710.1|pacid:21813577	-1.094645052	13.74711631	0.463258057	-2.362927175	0.018131232	0.046715085			expressed protein
bradi4g33727.1|pacid:21811074	-1.094521581	60.36342241	0.183742522	-5.956822445	2.57E-09	2.76E-08	GO:0005515	2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein	"jmjC domain-containing protein 5, putative, expressed"
bradi4g33750.1|pacid:21811149	-1.722429913	122.8228628	0.157996255	-10.90171356	1.13E-27	4.82E-26	"GO:0005634,GO:0030528"	ETHYLENE-INSENSITIVE3-like 3	"ethylene-insensitive 3, putative, expressed"
bradi4g33910.1|pacid:21811399	-1.343804028	22.57231322	0.277186022	-4.848022351	1.25E-06	8.86E-06	"GO:0004420,GO:0050662,GO:0015936,GO:0055114"	hydroxy methylglutaryl CoA reductase 1	"3-hydroxy-3-methylglutaryl-coenzyme A reductase, putative, expressed"
bradi4g34060.1|pacid:21813587	-1.574979819	12.83272613	0.407465109	-3.865312102	0.000110947	0.000541113		"Protein of unknown function, DUF599"	expressed protein
bradi4g34300.1|pacid:21810392	-1.738855878	5.784500946	0.430797942	-4.036360685	5.43E-05	0.00028376	GO:0016021	Auxin-responsive family protein	"membrane protein, putative, expressed"
bradi4g34390.1|pacid:21811172	-2.000151721	36.30053777	0.317640592	-6.29690214	3.04E-10	3.66E-09	"GO:0004553,GO:0005975"	O-Glycosyl hydrolases family 17 protein	"glucan endo-1,3-beta-glucosidase precursor, putative, expressed"
bradi4g34650.1|pacid:21813619	-1.184190111	4.903350373	0.481045171	-2.461702523	0.01382793	0.037142183	GO:0007067	DNA-binding HORMA family protein	"HORMA domain containing protein, putative, expressed"
bradi4g34800.1|pacid:21812045	1.033923682	90.06734161	0.148318365	6.970975471	3.15E-12	4.65E-11	"GO:0003677,GO:0006355"	NAC domain containing protein 41	"no apical meristem protein, putative, expressed"
bradi4g34927.1|pacid:21812215	-3.751657144	8437.815048	0.137780335	-27.22926419	2.93E-163	2.52E-160	"GO:0004553,GO:0005975"	beta glucosidase 11	"Os9bglu31 - beta-glucosidase, dhurrinase, similar to G. max hydroxyisourate hydrolase, expressed"
bradi4g34960.1|pacid:21814246	1.187367019	58.79831205	0.208343681	5.699078624	1.20E-08	1.17E-07		ARM repeat superfamily protein	expressed protein
bradi4g35230.1|pacid:21811844	1.464322896	3.523669564	0.462574085	3.165596484	0.001547653	0.005598838			
bradi4g35270.1|pacid:21810406	-1.37332575	1762.074278	0.091069724	-15.07993754	2.19E-51	2.30E-49	GO:0016787	glyoxalase 2-4	"metallo-beta-lactamase family protein, putative, expressed"
bradi4g35350.1|pacid:21810678	-1.48416828	4.079156415	0.476838163	-3.112519916	0.001854975	0.006560931	"GO:0016758,GO:0008152"	UDP-glucosyltransferase 74F2	"UDP-glucoronosyl and UDP-glucosyl transferase domain containing protein, expressed"
bradi4g35382.1|pacid:21812856	-1.981917775	890.5754482	0.137100936	-14.45590256	2.30E-47	2.10E-45		alpha/beta-Hydrolases superfamily protein	"hydrolase, alpha/beta fold family domain containing protein, expressed"
bradi4g35710.2|pacid:21810725	-1.237041958	132.7680751	0.140877559	-8.780972381	1.62E-18	4.10E-17		RING/U-box superfamily protein	"zinc RING finger protein, putative, expressed"
bradi4g35780.1|pacid:21810772	-1.81938879	109.1052258	0.202861397	-8.968629889	3.00E-19	7.99E-18	"GO:0003700,GO:0043565,GO:0006355,GO:0005634"	winged-helix DNA-binding transcription factor family protein	"HSF-type DNA-binding domain containing protein, expressed"
bradi4g35890.1|pacid:21810172	1.410244691	238.230964	0.20032441	7.039804538	1.93E-12	2.90E-11	"GO:0005506,GO:0009055,GO:0016705,GO:0020037,GO:0055114"	"cytochrome P450, family 78, subfamily A, polypeptide 6"	"cytochrome P450, putative, expressed"
bradi4g36000.1|pacid:21811387	-1.047915357	21.84121987	0.249574153	-4.198813633	2.68E-05	0.000149391	"GO:0004252,GO:0006508,GO:0042802,GO:0043086"	Subtilase family protein	"OsSub59 - Putative Subtilisin homologue, expressed"
bradi4g36060.1|pacid:21810127	-1.54491518	7.030892701	0.422285312	-3.658462981	0.000253732	0.001130672		non-yellowing 1	"senescence-inducible chloroplast stay-green protein 1, putative, expressed"
bradi4g36137.1|pacid:21813742	-1.457194755	74.96900769	0.265754364	-5.483239231	4.18E-08	3.75E-07	"GO:0004672,GO:0005524,GO:0006468"	Protein kinase superfamily protein	"tyrosine protein kinase domain containing protein, putative, expressed"
bradi4g36370.1|pacid:21809973	1.713538082	861.1279803	0.100443176	17.05977601	2.96E-65	4.41E-63	"GO:0004629,GO:0006629,GO:0035556"	PLC-like phosphodiesterases superfamily protein	"ki1 protein, putative, expressed"
bradi4g36380.1|pacid:21811513	1.268041499	20.27806342	0.264356346	4.796712914	1.61E-06	1.12E-05	"GO:0008270,GO:0006281,GO:0004518"	endonuclease/exonuclease/phosphatase family protein	"endonuclease/exonuclease/phosphatase family protein, putative, expressed"
bradi4g36390.1|pacid:21811702	1.104594693	45.91255974	0.198869451	5.554370913	2.79E-08	2.57E-07		armadillo repeat only 1	"armadillo/beta-catenin repeat family protein, putative, expressed"
bradi4g36460.1|pacid:21814403	1.689763668	53.2500258	0.230691023	7.324791594	2.39E-13	3.94E-12	GO:0003677	myb domain protein 4	"MYB family transcription factor, putative, expressed"
bradi4g36477.1|pacid:21810361	-2.141363799	10.09689532	0.374956131	-5.710971561	1.12E-08	1.10E-07		Protein of unknown function (DUF630) ;Protein of unknown function (DUF632)	"DUF630/DUF632 domains containing protein, putative, expressed"
bradi4g36580.1|pacid:21813538	1.240011553	8.622715323	0.367514724	3.374045914	0.00074072	0.002938714	GO:0005515	Transducin/WD40 repeat-like superfamily protein	"WD domain, G-beta repeat domain containing protein, expressed"
bradi4g36601.1|pacid:21810482	1.179446039	4281.033101	0.12575745	9.378736917	6.68E-21	1.99E-19	"GO:0005215,GO:0006810,GO:0016020"	plasma membrane intrinsic protein 2;5	"aquaporin protein, putative, expressed"
bradi4g36610.1|pacid:21813435	1.325292258	21.23538849	0.392460096	3.376884101	0.000733119	0.002912056	"GO:0005215,GO:0006810,GO:0016020"	plasma membrane intrinsic protein 2;5	"aquaporin protein, putative, expressed"
bradi4g36740.1|pacid:21812073	1.960657284	3.650223782	0.477125206	4.109313989	3.97E-05	0.000213567		Pentatricopeptide repeat (PPR-like) superfamily protein	"uncharacterized PPR-repeat protein, putative, expressed"
bradi4g36870.1|pacid:21812353	-2.18510421	24.75381999	0.327133128	-6.679556502	2.40E-11	3.25E-10	GO:0003824	Pyridoxal-dependent decarboxylase family protein	"pyridoxal-dependent decarboxylase protein, putative, expressed"
bradi4g36940.1|pacid:21812459	1.169289262	9.738835951	0.373525516	3.130413349	0.001745605	0.006225195			"OsFBX15 - F-box domain containing protein, expressed"
bradi4g36945.1|pacid:21812154	1.048956154	19.33546512	0.32992005	3.179425296	0.001475674	0.005370792		SAUR-like auxin-responsive protein family 	"OsSAUR39 - Auxin-responsive SAUR gene family member, expressed"
bradi4g36950.1|pacid:21810857	1.663506813	7.717981801	0.404267714	4.114864374	3.87E-05	0.000208947		SAUR-like auxin-responsive protein family 	"OsSAUR51 - Auxin-responsive SAUR gene family member, expressed"
bradi4g36972.1|pacid:21812196	1.156904878	1.236406741	0.488763847	2.367001746	0.017932848	0.04626548		SAUR-like auxin-responsive protein family 	"OsSAUR45 - Auxin-responsive SAUR gene family member, expressed"
bradi4g37070.1|pacid:21812900	-1.428700306	2.782399096	0.517546853	-2.76052361	0.005770879	0.017613888		Putative lysine decarboxylase family protein	"uncharacterized protein PA4923, putative, expressed"
bradi4g37110.1|pacid:21811956	1.051394301	531.33584	0.06693309	15.70813924	1.33E-55	1.53E-53	"GO:0004499,GO:0050660,GO:0050661,GO:0055114,GO:0016491"	flavin-dependent monooxygenase 1	"flavin-containing monooxygenase family protein, putative, expressed"
bradi4g37120.1|pacid:21812822	1.936521581	10.07640772	0.389300012	4.974368158	6.55E-07	4.87E-06	"GO:0004499,GO:0050660,GO:0050661,GO:0055114"	flavin-dependent monooxygenase 1	"flavin-containing monooxygenase family protein, putative, expressed"
bradi4g37160.1|pacid:21813541	1.335336338	6.645882781	0.42165633	3.166883177	0.001540822	0.005578198	"GO:0003676,GO:0008270"	RNA recognition motif and CCHC-type zinc finger domains containing protein	"RNA recognition motif containing protein, expressed"
bradi4g37170.1|pacid:21813778	1.713734352	15.18190739	0.317739759	5.393515616	6.91E-08	6.01E-07		Heavy metal transport/detoxification superfamily protein 	expressed protein
bradi4g37180.1|pacid:21810133	1.737710289	16.49366684	0.281951891	6.163144654	7.13E-10	8.20E-09	"GO:0003735,GO:0006412,GO:0005622,GO:0005840"	Ribosomal L18p/L5e family protein	"ribosomal L18p/L5e family protein, putative, expressed"
bradi4g37340.1|pacid:21810199	-1.06394907	119.4555871	0.182167338	-5.840504031	5.20E-09	5.33E-08	"GO:0003677,GO:0006352,GO:0005634,GO:0006334,GO:0000786"	Histone superfamily protein	"Core histone H2A/H2B/H3/H4 domain containing protein, putative, expressed"
bradi4g37390.1|pacid:21811518	1.495138669	32.05318368	0.235909779	6.337756224	2.33E-10	2.85E-09		"PRLI-interacting factor, putative"	expressed protein
bradi4g37410.1|pacid:21813174	1.464355581	537.5618879	0.129304639	11.32484951	9.88E-30	4.73E-28		plastid movement impaired1	expressed protein
bradi4g37430.1|pacid:21813236	2.512175032	14.59669463	0.355411728	7.068351534	1.57E-12	2.39E-11		RING/U-box superfamily protein	"RING-H2 finger protein, putative, expressed"
bradi4g37450.1|pacid:21812782	-1.303922457	133.3799402	0.199745507	-6.52791884	6.67E-11	8.66E-10	"GO:0055085,GO:0016021"	Auxin efflux carrier family protein	"auxin efflux carrier component, putative, expressed"
bradi4g37480.1|pacid:21812978	1.576019925	12.91108456	0.406672947	3.875398982	0.00010645	0.000520846	GO:0008146	sulfotransferase 4B	"sulfotransferase domain containing protein, expressed"
bradi4g37610.2|pacid:21811066	-1.475943874	904.5428316	0.080327778	-18.37401606	2.12E-75	4.04E-73	"GO:0022857,GO:0055085,GO:0016021"	phosphate transporter 4;5	"sialin, putative, expressed"
bradi4g37700.1|pacid:21810290	1.654814089	1.207737912	0.521397249	3.173806712	0.001504538	0.005466812	"GO:0005507,GO:0009055"	early nodulin-like protein 17	"plastocyanin-like domain containing protein, putative, expressed"
bradi4g37750.1|pacid:21812442	2.389164536	4.772603039	0.472790555	5.053325431	4.34E-07	3.33E-06	GO:0005515	BTB/POZ domain-containing protein	"H-BTB7 - Bric-a-Brac, Tramtrack, Broad Complex BTB domain with H family conserved sequence, expressed"
bradi4g37917.1|pacid:21810939	1.275325216	19.25156768	0.332049146	3.840772458	0.000122648	0.000590192		Mitochondrial transcription termination factor family protein	"mTERF domain containing protein, expressed"
bradi4g37995.1|pacid:21810129	1.414797065	1.794388217	0.522042814	2.710116921	0.006725949	0.020074328	"GO:0003824,GO:0030151,GO:0030170"	Molybdenum cofactor sulfurase family protein	"MOSC domain-containing protein, mitochondrial precursor, putative, expressed"
bradi4g38010.1|pacid:21814629	1.17645877	6.574974682	0.394146639	2.984825071	0.002837405	0.009498431	"GO:0004672,GO:0005524,GO:0006468,GO:0005509"	wall associated kinase 5	"OsWAK90 - OsWAK receptor-like protein kinase, expressed"
bradi4g38037.1|pacid:21810245	1.575165809	9.480498928	0.35473675	4.440379547	8.98E-06	5.49E-05	"GO:0008234,GO:0006508,GO:0004197"	senescence-associated gene 12	"thiol protease SEN102 precursor, putative, expressed"
bradi4g38130.1|pacid:21814214	1.818344321	5.032306377	0.445425685	4.082261942	4.46E-05	0.000238277		DCD (Development and Cell Death) domain protein	"N-rich protein, putative, expressed"
bradi4g38460.1|pacid:21813715	-1.002512774	32.54653027	0.246863142	-4.06100629	4.89E-05	0.000258401	"GO:0016620,GO:0055114"	fatty acid reductase 4	"male sterility protein, putative, expressed"
bradi4g38830.1|pacid:21812197	1.745499042	7.832203059	0.388110768	4.497424925	6.88E-06	4.28E-05			expressed protein
bradi4g38950.1|pacid:21814668	-1.772306825	51.48137731	0.35258134	-5.026660866	4.99E-07	3.78E-06		P-loop containing nucleoside triphosphate hydrolases superfamily protein	"2-phosphoglycerate kinase-related, putative, expressed"
bradi4g39020.1|pacid:21812306	-1.136547218	351.8614376	0.13014149	-8.733165893	2.48E-18	6.19E-17	"GO:0008987,GO:0009435"	quinolinate synthase	"Fe-S metabolism associated domain containing protein, expressed"
bradi4g39027.1|pacid:21809860	1.218800467	40.04938771	0.303592281	4.014596365	5.95E-05	0.000308735		sphere organelles protein-related	expressed protein
bradi4g39120.1|pacid:21812178	-1.108963067	19.53941376	0.282952942	-3.919249112	8.88E-05	0.000442586	"GO:0006281,GO:0004518"	DNAse I-like superfamily protein	"endonuclease/exonuclease/phosphatase family domain containing protein, expressed"
bradi4g39240.1|pacid:21812448	-1.294500189	121.2813702	0.137311219	-9.427490313	4.20E-21	1.26E-19	"GO:0005506,GO:0009055,GO:0016705,GO:0020037,GO:0055114"	"cytochrome P450, family 71, subfamily B, polypeptide 2"	"cytochrome P450 71A1, putative, expressed"
bradi4g39340.1|pacid:21810718	1.63098939	25.68076082	0.233802163	6.975937973	3.04E-12	4.49E-11			expressed protein
bradi4g39440.1|pacid:21811254	1.849754396	5.089545249	0.471187895	3.925725634	8.65E-05	0.000432293			expressed protein
bradi4g39450.1|pacid:21813622	-1.187674856	25.89451321	0.311526625	-3.812434506	0.000137605	0.000653284			expressed protein
bradi4g39520.1|pacid:21814565	-1.096060226	35.71960691	0.281825655	-3.889142828	0.000100599	0.000495273			expressed protein
bradi4g39710.1|pacid:21813809	1.451102646	3.605090551	0.508222541	2.855250464	0.00430029	0.013637768		SLOW GROWTH 1	"pentatricopeptide, putative, expressed"
bradi4g39770.1|pacid:21814370	1.774448903	4.118546891	0.475733274	3.729923887	0.000191538	0.000878812			expressed protein
bradi4g39780.1|pacid:21809786	1.396603553	171.8264184	0.164109748	8.510180363	1.74E-17	4.09E-16	"GO:0005215,GO:0006857,GO:0016020"	Major facilitator superfamily protein	"peptide transporter PTR3-A, putative, expressed"
bradi4g39790.1|pacid:21810241	-3.191293779	36.07998386	0.258953222	-12.32382339	6.74E-35	4.07E-33		Protein of unknown function (DUF1685)	expressed protein
bradi4g39927.1|pacid:21811689	1.475735448	5.083997091	0.464351004	3.17806021	0.00148264	0.005393173	"GO:0004185,GO:0006508"	serine carboxypeptidase-like 19	"OsSCP56 - Putative Serine Carboxypeptidase homologue, expressed"
bradi4g40000.1|pacid:21811919	1.603912945	3.471178566	0.505960852	3.170033688	0.001524213	0.005525558			
bradi4g40010.1|pacid:21814501	2.666220885	43.06079189	0.234263394	11.3812954	5.18E-30	2.51E-28		NB-ARC domain-containing disease resistance protein	expressed protein
bradi4g40020.1|pacid:21810748	1.283550131	38.26276363	0.212950707	6.027451837	1.67E-09	1.83E-08	GO:0008270	FAR1-related sequence 5	expressed protein
bradi4g40090.2|pacid:21810377	-2.436795731	298.8229329	0.232569605	-10.47770506	1.09E-25	4.17E-24	"GO:0035556,GO:0004143,GO:0007205"	diacylglycerol kinase 2	"diacylglycerol kinase 1, putative, expressed"
bradi4g40230.1|pacid:21812121	1.114110925	264.2222878	0.188510107	5.910085903	3.42E-09	3.59E-08	GO:0005515	alfin-like 6	"PHD finger protein, putative, expressed"
bradi4g40300.1|pacid:21813732	1.034036464	332.4164087	0.107627859	9.607516821	7.43E-22	2.35E-20	"GO:0004672,GO:0005524,GO:0006468"	calcium-dependent protein kinase 2	"CAMK_CAMK_like.45 - CAMK includes calcium/calmodulin depedent protein kinases, expressed"
bradi4g40540.1|pacid:21812656	-1.236470984	104.7172011	0.156918047	-7.879724515	3.28E-15	6.46E-14		Basic-leucine zipper (bZIP) transcription factor family protein	"bZIP transcription factor domain containing protein, expressed"
bradi4g40570.1|pacid:21812674	-2.157012562	192.9793366	0.190138501	-11.34442816	7.90E-30	3.80E-28		amino acid permease 1	"amino acid transporter, putative, expressed"
bradi4g41137.1|pacid:21812914	2.190411088	303.7446894	0.144539626	15.15439847	7.09E-52	7.55E-50	"GO:0003924,GO:0005525"	P-loop containing nucleoside triphosphate hydrolases superfamily protein	"dynamin family protein, putative, expressed"
bradi4g41220.1|pacid:21812120	2.214597617	2.108557317	0.523652493	4.229136014	2.35E-05	0.000132549			
bradi4g41340.1|pacid:21813731	-1.87950402	52.70260254	0.177086353	-10.61348876	2.58E-26	1.02E-24		Disease resistance-responsive (dirigent-like protein) family protein	"dirigent, putative, expressed"
bradi4g41377.1|pacid:21814085	-4.296753855	414.8745012	0.140913916	-30.49204773	3.32E-204	3.66E-201		O-fucosyltransferase family protein	"growth regulator related protein, putative, expressed"
bradi4g41570.1|pacid:21814295	1.422547085	83.91936017	0.195335396	7.282587345	3.27E-13	5.33E-12	"GO:0003700,GO:0008270,GO:0043565,GO:0006355"	GATA transcription factor 9	"GATA zinc finger domain containing protein, expressed"
bradi4g41630.1|pacid:21813298	-1.389733792	10.5402729	0.484098766	-2.870764993	0.004094798	0.013086584			
bradi4g41800.1|pacid:21809847	-1.029699899	48.35459864	0.205524957	-5.010096653	5.44E-07	4.10E-06		Protein of unknown function (DUF793)	expressed protein
bradi4g41930.1|pacid:21811552	1.353923729	19.6482648	0.295189322	4.58662841	4.50E-06	2.90E-05	"GO:0006352,GO:0005669,GO:0016986"	TBP-associated factor 12	"Transcription initiation factor TFIID subunit A containing protein, expressed"
bradi4g41970.2|pacid:21814044	1.048320131	61.91210369	0.171170675	6.124414324	9.10E-10	1.03E-08		transcription factor-related	expressed protein
bradi4g42020.1|pacid:21814544	2.435092237	9.396366659	0.470538891	5.175113646	2.28E-07	1.83E-06	GO:0005515	Leucine-rich repeat protein kinase family protein	"receptor-like protein kinase 5 precursor, putative, expressed"
bradi4g42167.1|pacid:21811111	1.419579097	2.229930202	0.509697654	2.785139555	0.005350469	0.016500956	"GO:0003677,GO:0006355"	AP2/B3-like transcriptional factor family protein	expressed protein
bradi4g42180.1|pacid:21813533	-1.18131195	9.061105954	0.444391007	-2.658271501	0.007854259	0.022904115	"GO:0003677,GO:0006355"	NAC domain containing protein 90	"no apical meristem protein, putative, expressed"
bradi4g42240.1|pacid:21812233	-1.21580698	51.75746969	0.189448792	-6.417602172	1.38E-10	1.75E-09		Protein of unknown function (DUF3049)	expressed protein
bradi4g42280.1|pacid:21812583	-1.343021871	15.22538094	0.313401079	-4.285313487	1.82E-05	0.000105175			expressed protein
bradi4g42360.1|pacid:21814274	-1.052247354	149.4792902	0.116382012	-9.04132292	1.55E-19	4.21E-18	"GO:0004672,GO:0005524,GO:0006468"	wall associated kinase 4	"OsWAK14 - OsWAK receptor-like protein kinase, expressed"
bradi4g42540.1|pacid:21812529	-3.528822432	40.29779218	0.347918932	-10.14265711	3.57E-24	1.27E-22	"GO:0005506,GO:0009055,GO:0016705,GO:0020037,GO:0055114"	"cytochrome P450, family 94, subfamily C, polypeptide 1"	"cytochrome P450, putative, expressed"
bradi4g42600.1|pacid:21812424	1.059277509	55.55497765	0.247708612	4.276304727	1.90E-05	0.000109298	"GO:0004672,GO:0005524,GO:0006468"	Protein kinase superfamily protein	"AGC_PVPK_like_kin82y.1 - ACG kinases include homologs to PKA, PKG and PKC, expressed"
bradi4g42710.1|pacid:21814130	-1.533068386	15.74251726	0.320728685	-4.779954074	1.75E-06	1.21E-05			expressed protein
bradi4g42740.1|pacid:21811370	1.576769186	1.135928857	0.519270422	3.036508759	0.002393352	0.008194742		AT-hook motif nuclear-localized protein 1	"DNA binding protein, putative, expressed"
bradi4g42770.1|pacid:21813219	1.626419762	1.906175591	0.524081821	3.103369928	0.001913303	0.006744204		PHD finger family protein	expressed protein
