seqname,source,feature,start,end,score,strand,frame,attribute,motif
Bd4,phytozome9_0,gene,48114460,48115643,.,+,.,Bradi4g44832,1
Bd4,phytozome9_0,gene,48120971,48123004,.,+,.,Bradi4g44844,1
Bd4,phytozome9_0,gene,48131959,48135020,.,+,.,Bradi4g44860,2
Bd4,phytozome9_0,gene,48136643,48139478,.,+,.,Bradi4g44870,1
Bd4,phytozome9_0,gene,48148670,48151986,.,+,.,Bradi4g44890,1
Bd4,phytozome9_0,gene,48159281,48161008,.,-,.,Bradi4g44910,2
Bd4,phytozome9_0,gene,48162812,48165685,.,+,.,Bradi4g44920,2
Bd4,phytozome9_0,gene,48171257,48171946,.,-,.,Bradi4g44940,3
Bd4,phytozome9_0,gene,48174129,48176107,.,+,.,Bradi4g44950,2
Bd4,phytozome9_0,gene,48176852,48179643,.,+,.,Bradi4g44960,3
Bd4,phytozome9_0,gene,48182831,48193179,.,-,.,Bradi4g44977,1
Bd4,phytozome9_0,gene,48226380,48228734,.,-,.,Bradi4g45020,2
Bd4,phytozome9_0,gene,48229720,48231108,.,+,.,Bradi4g45030,1
Bd4,phytozome9_0,gene,48281024,48282764,.,-,.,Bradi4g45120,2
Bd4,phytozome9_0,gene,48288581,48289126,.,+,.,Bradi4g45130,2
Bd4,phytozome9_0,gene,48289873,48292736,.,-,.,Bradi4g45140,1
Bd4,phytozome9_0,gene,48297334,48298234,.,-,.,Bradi4g45150,2
Bd4,phytozome9_0,gene,48334823,48339651,.,+,.,Bradi4g45180,1
Bd4,phytozome9_0,gene,48340470,48344902,.,+,.,Bradi4g45190,2
Bd4,phytozome9_0,gene,48355411,48357594,.,-,.,Bradi4g45220,1
Bd4,phytozome9_0,gene,48375511,48381597,.,-,.,Bradi4g45240,1
Bd4,phytozome9_0,gene,48382940,48384118,.,+,.,Bradi4g45245,2
Bd4,phytozome9_0,gene,48418327,48421147,.,+,.,Bradi4g45290,5
Bd4,phytozome9_0,gene,48421126,48424336,.,-,.,Bradi4g45300,1
Bd4,phytozome9_0,gene,48425628,48433560,.,-,.,Bradi4g45310,1
Bd4,phytozome9_0,gene,48437364,48444142,.,+,.,Bradi4g45320,1
Bd4,phytozome9_0,gene,48464105,48470123,.,-,.,Bradi4g45340,1
Bd4,phytozome9_0,gene,48476174,48478025,.,+,.,Bradi4g45360,1
Bd4,phytozome9_0,gene,48480733,48483526,.,+,.,Bradi4g45370,3
Bd4,phytozome9_0,gene,48485998,48487845,.,+,.,Bradi4g45390,1
Bd4,phytozome9_0,gene,48488119,48497920,.,+,.,Bradi4g45397,1
Bd5,phytozome9_0,gene,182026,182664,.,+,.,Bradi5g00200,3
Bd5,phytozome9_0,gene,192499,192729,.,-,.,Bradi5g00210,2
Bd5,phytozome9_0,gene,200903,201022,.,+,.,Bradi5g00213,2
Bd5,phytozome9_0,gene,203547,203639,.,+,.,Bradi5g00216,3
Bd5,phytozome9_0,gene,277019,277453,.,-,.,Bradi5g00296,1
Bd5,phytozome9_0,gene,297726,297824,.,-,.,Bradi5g00362,3
Bd5,phytozome9_0,gene,385630,399933,.,+,.,Bradi5g00430,2
Bd5,phytozome9_0,gene,438554,439041,.,-,.,Bradi5g00460,1
Bd5,phytozome9_0,gene,440729,443981,.,-,.,Bradi5g00467,2
Bd5,phytozome9_0,gene,455141,456437,.,-,.,Bradi5g00487,2
Bd5,phytozome9_0,gene,462778,467373,.,-,.,Bradi5g00500,1
Bd5,phytozome9_0,gene,473182,477306,.,+,.,Bradi5g00510,1
Bd5,phytozome9_0,gene,487861,488947,.,+,.,Bradi5g00515,2
Bd5,phytozome9_0,gene,495506,500211,.,-,.,Bradi5g00520,1
Bd5,phytozome9_0,gene,510960,511868,.,+,.,Bradi5g00530,1
Bd5,phytozome9_0,gene,555624,560003,.,-,.,Bradi5g00610,1
Bd5,phytozome9_0,gene,588500,589826,.,+,.,Bradi5g00650,1
Bd5,phytozome9_0,gene,648387,652281,.,+,.,Bradi5g00700,2
Bd5,phytozome9_0,gene,666716,672190,.,+,.,Bradi5g00720,2
Bd5,phytozome9_0,gene,682088,683584,.,-,.,Bradi5g00730,1
Bd5,phytozome9_0,gene,691076,694511,.,+,.,Bradi5g00740,1
Bd5,phytozome9_0,gene,729073,730679,.,+,.,Bradi5g00750,1
Bd5,phytozome9_0,gene,739760,740725,.,+,.,Bradi5g00760,4
Bd5,phytozome9_0,gene,742762,748846,.,-,.,Bradi5g00770,1
Bd5,phytozome9_0,gene,763010,765507,.,-,.,Bradi5g00790,2
Bd5,phytozome9_0,gene,777574,779091,.,+,.,Bradi5g00810,1
Bd5,phytozome9_0,gene,783197,785888,.,-,.,Bradi5g00820,2
Bd5,phytozome9_0,gene,794061,809122,.,+,.,Bradi5g00847,1
Bd5,phytozome9_0,gene,809528,811478,.,+,.,Bradi5g00860,2
Bd5,phytozome9_0,gene,826667,830831,.,+,.,Bradi5g00880,2
Bd5,phytozome9_0,gene,859860,861923,.,-,.,Bradi5g00940,2
Bd5,phytozome9_0,gene,916220,918417,.,+,.,Bradi5g00980,2
Bd5,phytozome9_0,gene,973270,976675,.,+,.,Bradi5g01050,1
Bd5,phytozome9_0,gene,986878,988916,.,-,.,Bradi5g01070,2
Bd5,phytozome9_0,gene,1017929,1023155,.,-,.,Bradi5g01135,2
Bd5,phytozome9_0,gene,1042674,1043711,.,+,.,Bradi5g01155,1
Bd5,phytozome9_0,gene,1058294,1061420,.,-,.,Bradi5g01167,1
Bd5,phytozome9_0,gene,1067599,1069950,.,+,.,Bradi5g01180,1
Bd5,phytozome9_0,gene,1122538,1126516,.,-,.,Bradi5g01210,1
Bd5,phytozome9_0,gene,1167073,1168749,.,-,.,Bradi5g01250,1
Bd5,phytozome9_0,gene,1185798,1192886,.,+,.,Bradi5g01280,1
Bd5,phytozome9_0,gene,1202791,1204988,.,+,.,Bradi5g01287,2
Bd5,phytozome9_0,gene,1233886,1240658,.,-,.,Bradi5g01317,1
Bd5,phytozome9_0,gene,1245161,1246683,.,-,.,Bradi5g01327,1
Bd5,phytozome9_0,gene,1261431,1265147,.,-,.,Bradi5g01340,1
Bd5,phytozome9_0,gene,1270181,1274126,.,+,.,Bradi5g01350,1
Bd5,phytozome9_0,gene,1274320,1275382,.,-,.,Bradi5g01360,1
Bd5,phytozome9_0,gene,1306397,1307020,.,-,.,Bradi5g01380,2
Bd5,phytozome9_0,gene,1323324,1324645,.,+,.,Bradi5g01390,1
Bd5,phytozome9_0,gene,1363514,1365975,.,-,.,Bradi5g01405,2
Bd5,phytozome9_0,gene,1377411,1381162,.,-,.,Bradi5g01420,3
Bd5,phytozome9_0,gene,1428556,1430299,.,-,.,Bradi5g01470,2
Bd5,phytozome9_0,gene,1432172,1433692,.,-,.,Bradi5g01480,1
Bd5,phytozome9_0,gene,1450397,1450972,.,-,.,Bradi5g01490,1
Bd5,phytozome9_0,gene,1461990,1463748,.,+,.,Bradi5g01500,2
Bd5,phytozome9_0,gene,1483737,1485655,.,+,.,Bradi5g01567,4
Bd5,phytozome9_0,gene,1485966,1493898,.,+,.,Bradi5g01637,2
Bd5,phytozome9_0,gene,1788156,1793641,.,-,.,Bradi5g01766,2
Bd5,phytozome9_0,gene,1799404,1800630,.,+,.,Bradi5g01770,1
Bd5,phytozome9_0,gene,1802508,1804024,.,-,.,Bradi5g01780,1
Bd5,phytozome9_0,gene,1818632,1825393,.,+,.,Bradi5g01797,2
Bd5,phytozome9_0,gene,1867134,1870203,.,-,.,Bradi5g01836,2
Bd5,phytozome9_0,gene,1872544,1875318,.,+,.,Bradi5g01850,3
Bd5,phytozome9_0,gene,2010222,2014359,.,+,.,Bradi5g01936,1
Bd5,phytozome9_0,gene,2037792,2042499,.,+,.,Bradi5g01950,1
Bd5,phytozome9_0,gene,2048838,2052156,.,-,.,Bradi5g01970,1
Bd5,phytozome9_0,gene,2076215,2077094,.,-,.,Bradi5g01980,1
Bd5,phytozome9_0,gene,2099719,2100716,.,-,.,Bradi5g02000,1
Bd5,phytozome9_0,gene,2102985,2105255,.,-,.,Bradi5g02010,1
Bd5,phytozome9_0,gene,2107744,2108364,.,+,.,Bradi5g02020,1
Bd5,phytozome9_0,gene,2137849,2141662,.,-,.,Bradi5g02030,1
Bd5,phytozome9_0,gene,2157500,2160247,.,+,.,Bradi5g02037,1
Bd5,phytozome9_0,gene,2161419,2168543,.,+,.,Bradi5g02047,1
Bd5,phytozome9_0,gene,2176773,2177246,.,-,.,Bradi5g02070,1
Bd5,phytozome9_0,gene,2191264,2193327,.,-,.,Bradi5g02077,1
Bd5,phytozome9_0,gene,2200775,2202294,.,+,.,Bradi5g02100,2
Bd5,phytozome9_0,gene,2208267,2209246,.,+,.,Bradi5g02110,1
Bd5,phytozome9_0,gene,2220384,2221380,.,-,.,Bradi5g02120,3
Bd5,phytozome9_0,gene,2228239,2229549,.,+,.,Bradi5g02130,2
Bd5,phytozome9_0,gene,2267965,2270340,.,+,.,Bradi5g02180,1
Bd5,phytozome9_0,gene,2280805,2281202,.,+,.,Bradi5g02185,1
Bd5,phytozome9_0,gene,2286385,2292202,.,-,.,Bradi5g02200,1
Bd5,phytozome9_0,gene,2300374,2302117,.,+,.,Bradi5g02210,1
Bd5,phytozome9_0,gene,2361937,2363086,.,+,.,Bradi5g02230,1
Bd5,phytozome9_0,gene,2378734,2383174,.,+,.,Bradi5g02240,3
Bd5,phytozome9_0,gene,2384011,2384786,.,+,.,Bradi5g02250,3
Bd5,phytozome9_0,gene,2399497,2400464,.,-,.,Bradi5g02280,3
Bd5,phytozome9_0,gene,2401561,2404429,.,-,.,Bradi5g02290,2
Bd5,phytozome9_0,gene,2462981,2466274,.,+,.,Bradi5g02340,2
Bd5,phytozome9_0,gene,2466541,2469382,.,-,.,Bradi5g02350,1
Bd5,phytozome9_0,gene,2511960,2515625,.,+,.,Bradi5g02390,1
Bd5,phytozome9_0,gene,2538047,2539214,.,+,.,Bradi5g02410,1
Bd5,phytozome9_0,gene,2540599,2548564,.,+,.,Bradi5g02420,2
Bd5,phytozome9_0,gene,2563153,2567230,.,-,.,Bradi5g02425,1
Bd5,phytozome9_0,gene,2597547,2600999,.,+,.,Bradi5g02440,2
Bd5,phytozome9_0,gene,2617004,2619154,.,+,.,Bradi5g02460,1
Bd5,phytozome9_0,gene,2634450,2638485,.,-,.,Bradi5g02480,2
Bd5,phytozome9_0,gene,2945326,2946939,.,-,.,Bradi5g02730,1
Bd5,phytozome9_0,gene,2988626,2990335,.,+,.,Bradi5g02770,1
Bd5,phytozome9_0,gene,2991011,2994607,.,+,.,Bradi5g02780,2
Bd5,phytozome9_0,gene,3045538,3050432,.,-,.,Bradi5g02790,2
Bd5,phytozome9_0,gene,3051521,3052048,.,+,.,Bradi5g02800,1
Bd5,phytozome9_0,gene,3053938,3054691,.,+,.,Bradi5g02810,2
Bd5,phytozome9_0,gene,3082721,3082900,.,+,.,Bradi5g02835,2
Bd5,phytozome9_0,gene,3107932,3109231,.,-,.,Bradi5g02840,1
Bd5,phytozome9_0,gene,3120250,3123522,.,-,.,Bradi5g02860,1
Bd5,phytozome9_0,gene,3126619,3132272,.,-,.,Bradi5g02870,1
Bd5,phytozome9_0,gene,3140448,3141522,.,-,.,Bradi5g02880,1
Bd5,phytozome9_0,gene,3146494,3152721,.,+,.,Bradi5g02890,1
Bd5,phytozome9_0,gene,3156693,3158294,.,+,.,Bradi5g02900,1
Bd5,phytozome9_0,gene,3205871,3211235,.,-,.,Bradi5g02920,1
Bd5,phytozome9_0,gene,3253354,3254916,.,-,.,Bradi5g02967,1
Bd5,phytozome9_0,gene,3283777,3286505,.,-,.,Bradi5g02980,1
Bd5,phytozome9_0,gene,3295647,3298487,.,+,.,Bradi5g02990,1
Bd5,phytozome9_0,gene,3324649,3337640,.,-,.,Bradi5g03020,1
Bd5,phytozome9_0,gene,3359028,3362961,.,+,.,Bradi5g03040,1
Bd5,phytozome9_0,gene,3374402,3376836,.,+,.,Bradi5g03050,1
Bd5,phytozome9_0,gene,3378683,3381628,.,-,.,Bradi5g03060,1
Bd5,phytozome9_0,gene,3386697,3390593,.,+,.,Bradi5g03070,1
Bd5,phytozome9_0,gene,3448503,3449882,.,-,.,Bradi5g03120,1
Bd5,phytozome9_0,gene,3470187,3474213,.,+,.,Bradi5g03127,2
Bd5,phytozome9_0,gene,3525942,3529176,.,+,.,Bradi5g03150,2
Bd5,phytozome9_0,gene,3643533,3646726,.,+,.,Bradi5g03180,2
Bd5,phytozome9_0,gene,3688074,3691517,.,+,.,Bradi5g03190,1
Bd5,phytozome9_0,gene,3710922,3711884,.,-,.,Bradi5g03210,1
Bd5,phytozome9_0,gene,3713128,3715103,.,-,.,Bradi5g03220,2
Bd5,phytozome9_0,gene,3726827,3728682,.,+,.,Bradi5g03227,2
Bd5,phytozome9_0,gene,3764800,3767158,.,+,.,Bradi5g03250,1
Bd5,phytozome9_0,gene,3775465,3779327,.,+,.,Bradi5g03260,2
Bd5,phytozome9_0,gene,3810245,3811822,.,-,.,Bradi5g03270,1
Bd5,phytozome9_0,gene,3868493,3870745,.,+,.,Bradi5g03285,2
Bd5,phytozome9_0,gene,3879057,3880771,.,+,.,Bradi5g03290,1
Bd5,phytozome9_0,gene,3914341,3923000,.,-,.,Bradi5g03327,3
Bd5,phytozome9_0,gene,3941400,3943665,.,-,.,Bradi5g03370,1
Bd5,phytozome9_0,gene,3945589,3947448,.,+,.,Bradi5g03380,1
Bd5,phytozome9_0,gene,3948766,3953934,.,+,.,Bradi5g03390,1
Bd5,phytozome9_0,gene,3955498,3960273,.,+,.,Bradi5g03400,1
Bd5,phytozome9_0,gene,3960787,3964452,.,-,.,Bradi5g03410,1
Bd5,phytozome9_0,gene,3968710,3972893,.,+,.,Bradi5g03420,1
Bd5,phytozome9_0,gene,3975131,3976186,.,+,.,Bradi5g03430,3
Bd5,phytozome9_0,gene,4016117,4019717,.,+,.,Bradi5g03450,2
Bd5,phytozome9_0,gene,4055692,4064276,.,+,.,Bradi5g03477,1
Bd5,phytozome9_0,gene,4108412,4109438,.,+,.,Bradi5g03500,1
Bd5,phytozome9_0,gene,4110282,4115322,.,-,.,Bradi5g03510,2
Bd5,phytozome9_0,gene,4137387,4138653,.,+,.,Bradi5g03530,1
Bd5,phytozome9_0,gene,4201592,4202850,.,+,.,Bradi5g03550,1
Bd5,phytozome9_0,gene,4373129,4377199,.,-,.,Bradi5g03610,1
Bd5,phytozome9_0,gene,4404368,4404684,.,-,.,Bradi5g03625,2
Bd5,phytozome9_0,gene,4404879,4406923,.,-,.,Bradi5g03627,1
Bd5,phytozome9_0,gene,4437631,4447199,.,+,.,Bradi5g03632,1
Bd5,phytozome9_0,gene,4481324,4482835,.,-,.,Bradi5g03658,1
Bd5,phytozome9_0,gene,4531786,4532389,.,+,.,Bradi5g03670,1
Bd5,phytozome9_0,gene,4538379,4545085,.,+,.,Bradi5g03680,1
Bd5,phytozome9_0,gene,4550603,4550908,.,+,.,Bradi5g03690,2
Bd5,phytozome9_0,gene,4572944,4579914,.,+,.,Bradi5g03697,4
Bd5,phytozome9_0,gene,4642552,4643098,.,+,.,Bradi5g03730,2
Bd5,phytozome9_0,gene,4724797,4725495,.,-,.,Bradi5g03760,1
Bd5,phytozome9_0,gene,4751147,4754735,.,-,.,Bradi5g03780,1
Bd5,phytozome9_0,gene,4759668,4763262,.,-,.,Bradi5g03790,3
Bd5,phytozome9_0,gene,4791400,4795947,.,+,.,Bradi5g03830,1
Bd5,phytozome9_0,gene,4858312,4860693,.,+,.,Bradi5g03840,1
Bd5,phytozome9_0,gene,4863113,4867442,.,-,.,Bradi5g03850,3
Bd5,phytozome9_0,gene,4973538,4976427,.,+,.,Bradi5g03882,1
Bd5,phytozome9_0,gene,4984691,5000935,.,+,.,Bradi5g03890,2
Bd5,phytozome9_0,gene,5003146,5006443,.,-,.,Bradi5g03897,1
Bd5,phytozome9_0,gene,5007956,5008946,.,-,.,Bradi5g03910,1
Bd5,phytozome9_0,gene,5036136,5036567,.,+,.,Bradi5g03920,1
Bd5,phytozome9_0,gene,5060905,5063881,.,-,.,Bradi5g03937,1
Bd5,phytozome9_0,gene,5066876,5067724,.,+,.,Bradi5g03950,2
Bd5,phytozome9_0,gene,5069783,5072901,.,+,.,Bradi5g03960,1
Bd5,phytozome9_0,gene,5075803,5076407,.,-,.,Bradi5g03970,2
Bd5,phytozome9_0,gene,5077411,5081090,.,+,.,Bradi5g03977,2
Bd5,phytozome9_0,gene,5155595,5158891,.,-,.,Bradi5g03990,1
Bd5,phytozome9_0,gene,5165345,5168884,.,+,.,Bradi5g04000,2
Bd5,phytozome9_0,gene,5172795,5180142,.,+,.,Bradi5g04020,1
Bd5,phytozome9_0,gene,5189858,5191376,.,+,.,Bradi5g04040,1
Bd5,phytozome9_0,gene,5195255,5200807,.,+,.,Bradi5g04050,1
Bd5,phytozome9_0,gene,5201960,5203660,.,-,.,Bradi5g04057,1
Bd5,phytozome9_0,gene,5214747,5220618,.,+,.,Bradi5g04070,2
Bd5,phytozome9_0,gene,5280161,5281538,.,+,.,Bradi5g04080,2
Bd5,phytozome9_0,gene,5292326,5295765,.,+,.,Bradi5g04110,1
Bd5,phytozome9_0,gene,5330880,5331954,.,+,.,Bradi5g04120,2
Bd5,phytozome9_0,gene,5393012,5394497,.,+,.,Bradi5g04130,1
Bd5,phytozome9_0,gene,5512076,5518629,.,-,.,Bradi5g04330,1
Bd5,phytozome9_0,gene,5543785,5546372,.,-,.,Bradi5g04340,4
Bd5,phytozome9_0,gene,5719074,5724907,.,+,.,Bradi5g04550,1
Bd5,phytozome9_0,gene,5725600,5726894,.,-,.,Bradi5g04560,1
Bd5,phytozome9_0,gene,5740284,5754365,.,-,.,Bradi5g04567,1
Bd5,phytozome9_0,gene,5758270,5766473,.,+,.,Bradi5g04577,1
Bd5,phytozome9_0,gene,5766876,5772696,.,-,.,Bradi5g04590,2
Bd5,phytozome9_0,gene,5778292,5783536,.,+,.,Bradi5g04600,2
Bd5,phytozome9_0,gene,5783517,5785291,.,-,.,Bradi5g04610,1
Bd5,phytozome9_0,gene,5786129,5787683,.,+,.,Bradi5g04620,1
Bd5,phytozome9_0,gene,5815599,5816707,.,+,.,Bradi5g04630,1
Bd5,phytozome9_0,gene,5818610,5824053,.,+,.,Bradi5g04640,1
Bd5,phytozome9_0,gene,5889683,5893329,.,+,.,Bradi5g04660,3
Bd5,phytozome9_0,gene,5894442,5915794,.,-,.,Bradi5g04673,1
Bd5,phytozome9_0,gene,5954944,5968322,.,-,.,Bradi5g04686,1
Bd5,phytozome9_0,gene,5994891,5995899,.,-,.,Bradi5g04700,1
Bd5,phytozome9_0,gene,6085253,6088484,.,-,.,Bradi5g04750,1
Bd5,phytozome9_0,gene,6090380,6092486,.,+,.,Bradi5g04760,1
Bd5,phytozome9_0,gene,6109405,6123687,.,+,.,Bradi5g04777,1
Bd5,phytozome9_0,gene,6225772,6228188,.,+,.,Bradi5g04847,2
Bd5,phytozome9_0,gene,6260649,6271734,.,-,.,Bradi5g04860,2
Bd5,phytozome9_0,gene,6434824,6441446,.,+,.,Bradi5g05060,2
Bd5,phytozome9_0,gene,6446966,6448331,.,-,.,Bradi5g05070,2
Bd5,phytozome9_0,gene,6454488,6471379,.,-,.,Bradi5g05077,1
Bd5,phytozome9_0,gene,6495572,6496759,.,+,.,Bradi5g05090,1
Bd5,phytozome9_0,gene,6504796,6506751,.,-,.,Bradi5g05100,1
Bd5,phytozome9_0,gene,6583704,6584791,.,-,.,Bradi5g05120,1
Bd5,phytozome9_0,gene,6607211,6611540,.,-,.,Bradi5g05140,1
Bd5,phytozome9_0,gene,6644281,6656280,.,-,.,Bradi5g05162,1
Bd5,phytozome9_0,gene,6674170,6676002,.,-,.,Bradi5g05180,2
Bd5,phytozome9_0,gene,6758074,6772053,.,+,.,Bradi5g05200,2
Bd5,phytozome9_0,gene,6795455,6797657,.,+,.,Bradi5g05210,1
Bd5,phytozome9_0,gene,6844309,6852732,.,-,.,Bradi5g05225,1
Bd5,phytozome9_0,gene,6869479,6878723,.,-,.,Bradi5g05230,3
Bd5,phytozome9_0,gene,7152886,7158676,.,-,.,Bradi5g05630,1
Bd5,phytozome9_0,gene,7177220,7194736,.,-,.,Bradi5g05650,1
Bd5,phytozome9_0,gene,7217441,7217722,.,+,.,Bradi5g05656,3
Bd5,phytozome9_0,gene,7218817,7219260,.,+,.,Bradi5g05662,3
Bd5,phytozome9_0,gene,7220350,7221747,.,+,.,Bradi5g05668,2
Bd5,phytozome9_0,gene,7414455,7429918,.,+,.,Bradi5g05900,3
Bd5,phytozome9_0,gene,7598367,7601330,.,+,.,Bradi5g05967,2
Bd5,phytozome9_0,gene,7642747,7642899,.,-,.,Bradi5g06067,1
Bd5,phytozome9_0,gene,8328567,8329249,.,-,.,Bradi5g06350,1
Bd5,phytozome9_0,gene,8329795,8344853,.,+,.,Bradi5g06357,1
Bd5,phytozome9_0,gene,8369368,8372717,.,+,.,Bradi5g06390,2
Bd5,phytozome9_0,gene,8557466,8557972,.,-,.,Bradi5g06590,1
Bd5,phytozome9_0,gene,8601135,8604961,.,+,.,Bradi5g06600,2
Bd5,phytozome9_0,gene,8631754,8634536,.,+,.,Bradi5g06620,2
Bd5,phytozome9_0,gene,8638635,8639723,.,-,.,Bradi5g06630,1
Bd5,phytozome9_0,gene,8689967,8697957,.,-,.,Bradi5g06640,1
Bd5,phytozome9_0,gene,8831839,8834526,.,-,.,Bradi5g06765,1
Bd5,phytozome9_0,gene,8975716,8977996,.,-,.,Bradi5g06870,1
Bd5,phytozome9_0,gene,9508331,9510466,.,+,.,Bradi5g07075,1
Bd5,phytozome9_0,gene,9541306,9544813,.,-,.,Bradi5g07120,1
Bd5,phytozome9_0,gene,9551230,9556189,.,+,.,Bradi5g07130,1
Bd5,phytozome9_0,gene,9558500,9560883,.,-,.,Bradi5g07140,3
Bd5,phytozome9_0,gene,9627298,9630954,.,-,.,Bradi5g07180,1
Bd5,phytozome9_0,gene,9633839,9638992,.,-,.,Bradi5g07190,1
Bd5,phytozome9_0,gene,9644761,9645009,.,+,.,Bradi5g07196,1
Bd5,phytozome9_0,gene,9651678,9656766,.,-,.,Bradi5g07210,1
Bd5,phytozome9_0,gene,9727919,9732865,.,-,.,Bradi5g07270,1
Bd5,phytozome9_0,gene,9733976,9738936,.,+,.,Bradi5g07280,2
Bd5,phytozome9_0,gene,9739908,9741853,.,-,.,Bradi5g07290,1
Bd5,phytozome9_0,gene,9755116,9758511,.,-,.,Bradi5g07310,1
Bd5,phytozome9_0,gene,9760922,9764163,.,-,.,Bradi5g07320,1
Bd5,phytozome9_0,gene,9770421,9770902,.,+,.,Bradi5g07330,1
Bd5,phytozome9_0,gene,9807035,9823126,.,-,.,Bradi5g07360,1
Bd5,phytozome9_0,gene,9918323,9920184,.,+,.,Bradi5g07430,1
Bd5,phytozome9_0,gene,9920300,9921209,.,-,.,Bradi5g07435,1
Bd5,phytozome9_0,gene,10052824,10055450,.,+,.,Bradi5g07650,1
Bd5,phytozome9_0,gene,10070423,10071831,.,-,.,Bradi5g07660,1
Bd5,phytozome9_0,gene,10082568,10083159,.,-,.,Bradi5g07670,3
Bd5,phytozome9_0,gene,10125588,10126946,.,-,.,Bradi5g07680,3
Bd5,phytozome9_0,gene,10228047,10230608,.,+,.,Bradi5g07740,1
Bd5,phytozome9_0,gene,10242379,10243568,.,-,.,Bradi5g07760,1
Bd5,phytozome9_0,gene,10258833,10260560,.,+,.,Bradi5g07770,3
Bd5,phytozome9_0,gene,10289021,10294368,.,+,.,Bradi5g07790,1
Bd5,phytozome9_0,gene,10301207,10304129,.,+,.,Bradi5g07810,1
Bd5,phytozome9_0,gene,10322187,10322571,.,+,.,Bradi5g07820,2
Bd5,phytozome9_0,gene,10357253,10357582,.,-,.,Bradi5g07830,2
Bd5,phytozome9_0,gene,10392288,10393918,.,+,.,Bradi5g07840,1
Bd5,phytozome9_0,gene,10408848,10412454,.,+,.,Bradi5g07850,1
Bd5,phytozome9_0,gene,10449872,10450701,.,-,.,Bradi5g07860,2
Bd5,phytozome9_0,gene,10497871,10502076,.,+,.,Bradi5g07870,1
Bd5,phytozome9_0,gene,10501450,10506900,.,-,.,Bradi5g07880,1
Bd5,phytozome9_0,gene,10513207,10513493,.,+,.,Bradi5g07890,2
Bd5,phytozome9_0,gene,10520490,10520865,.,-,.,Bradi5g07900,1
Bd5,phytozome9_0,gene,10526177,10527182,.,+,.,Bradi5g07910,1
Bd5,phytozome9_0,gene,10636528,10638691,.,+,.,Bradi5g08027,3
Bd5,phytozome9_0,gene,10748836,10751224,.,-,.,Bradi5g08180,2
Bd5,phytozome9_0,gene,10764235,10768295,.,+,.,Bradi5g08190,1
Bd5,phytozome9_0,gene,10774707,10779941,.,-,.,Bradi5g08210,2
Bd5,phytozome9_0,gene,10783300,10785661,.,+,.,Bradi5g08220,1
Bd5,phytozome9_0,gene,10845214,10849785,.,+,.,Bradi5g08250,1
Bd5,phytozome9_0,gene,10853576,10858601,.,+,.,Bradi5g08260,2
Bd5,phytozome9_0,gene,10870029,10871047,.,+,.,Bradi5g08270,1
Bd5,phytozome9_0,gene,10873347,10877741,.,+,.,Bradi5g08277,1
Bd5,phytozome9_0,gene,10918087,10923643,.,-,.,Bradi5g08320,2
Bd5,phytozome9_0,gene,10972304,10974209,.,+,.,Bradi5g08340,1
Bd5,phytozome9_0,gene,11092852,11094953,.,+,.,Bradi5g08380,1
Bd5,phytozome9_0,gene,11109050,11111775,.,+,.,Bradi5g08400,1
Bd5,phytozome9_0,gene,11129743,11131606,.,+,.,Bradi5g08440,2
Bd5,phytozome9_0,gene,11147657,11149529,.,+,.,Bradi5g08455,1
Bd5,phytozome9_0,gene,11152838,11154514,.,+,.,Bradi5g08460,1
Bd5,phytozome9_0,gene,11166315,11166605,.,+,.,Bradi5g08470,2
Bd5,phytozome9_0,gene,11270784,11274141,.,+,.,Bradi5g08520,3
Bd5,phytozome9_0,gene,11294687,11297386,.,-,.,Bradi5g08550,1
Bd5,phytozome9_0,gene,11336613,11338253,.,+,.,Bradi5g08570,1
Bd5,phytozome9_0,gene,11339808,11347621,.,-,.,Bradi5g08580,1
Bd5,phytozome9_0,gene,11372013,11374349,.,-,.,Bradi5g08590,1
Bd5,phytozome9_0,gene,11383025,11385680,.,+,.,Bradi5g08600,1
Bd5,phytozome9_0,gene,11456054,11457278,.,+,.,Bradi5g08630,1
Bd5,phytozome9_0,gene,11470204,11476321,.,+,.,Bradi5g08637,2
Bd5,phytozome9_0,gene,11533619,11535042,.,-,.,Bradi5g08660,1
Bd5,phytozome9_0,gene,11536520,11537189,.,+,.,Bradi5g08670,1
Bd5,phytozome9_0,gene,11547976,11551543,.,+,.,Bradi5g08680,1
Bd5,phytozome9_0,gene,11551145,11551465,.,-,.,Bradi5g08685,1
Bd5,phytozome9_0,gene,11568504,11575480,.,-,.,Bradi5g08690,3
Bd5,phytozome9_0,gene,11577565,11580467,.,+,.,Bradi5g08700,3
Bd5,phytozome9_0,gene,11604905,11606266,.,+,.,Bradi5g08720,1
Bd5,phytozome9_0,gene,11623885,11628183,.,-,.,Bradi5g08730,1
Bd5,phytozome9_0,gene,11722712,11723832,.,-,.,Bradi5g08750,3
Bd5,phytozome9_0,gene,11752065,11753786,.,-,.,Bradi5g08760,1
Bd5,phytozome9_0,gene,11766044,11768218,.,+,.,Bradi5g08770,2
Bd5,phytozome9_0,gene,11819858,11821371,.,+,.,Bradi5g08790,1
Bd5,phytozome9_0,gene,11830067,11834810,.,+,.,Bradi5g08800,1
Bd5,phytozome9_0,gene,11850959,11854837,.,+,.,Bradi5g08820,4
Bd5,phytozome9_0,gene,11855454,11859578,.,-,.,Bradi5g08830,1
